rui_location_id,parallel_time
http://purl.org/ccf/1.5/53a6bbda-8263-419d-96e8-ba4561899d87,0.579268057
http://purl.org/ccf/1.5/e240c0a4-5e53-4464-8320-ad775f2c4bf7,0
http://purl.org/ccf/1.5/f9e28182-3ed3-4a3f-bd45-66ebce1efafb,0
http://purl.org/ccf/1.5/6cc00882-7403-4eca-8f50-03eebfc8c873,0
http://purl.org/ccf/1.5/65f3b03b-1eb1-487d-8c02-c4d107cc9400,0.33570483
http://purl.org/ccf/1.5/fe276ee5-752a-456e-bb25-4e5da071c6ed,0
http://purl.org/ccf/1.5/4ecffbfc-dc50-4140-95e8-4f97d5804f4f,0.516488756
http://purl.org/ccf/1.5/54299692-7ff8-468b-9c0a-c04a32f6fbe1,0
http://purl.org/ccf/1.5/84f689bc-1b04-4464-a5fa-0af5880203e9,0.406817657
http://purl.org/ccf/1.5/93286ce3-669a-4f3f-a85a-7eaaedc15c59,0
http://purl.org/ccf/1.5/7f4ad752-8a2d-4088-b91e-4e0d1a724d98,0.197140829
http://purl.org/ccf/1.5/296f4f10-2d50-4b28-932a-69a6658171c1,0
http://purl.org/ccf/1.5/f50553aa-d022-4115-aab5-58f588244820,0.185592771
http://purl.org/ccf/1.5/2d293c0a-b148-4243-a5d9-32dbc7d1460f,0.568026035
http://purl.org/ccf/1.5/b077aef9-808e-48b1-8d2d-15aab54d0a86,0.50149601
http://purl.org/ccf/1.5/61a65c4b-60b9-4024-8525-ea879d8ca19a,0
http://purl.org/ccf/1.5/0a5b34bd-eaba-456d-aa0e-45b561b603a1,0
http://purl.org/ccf/1.5/8fe1d7d0-227f-408c-85c5-1a808e60abbb,0
http://purl.org/ccf/1.5/fe26f171-fdd4-4293-bfe0-2a8c1e84c7fa,0
http://purl.org/ccf/1.5/6c396aa8-8c0c-4f21-8858-9409909dac9d,0
http://purl.org/ccf/1.5/955f24c1-d650-4dea-89f3-17f1feca4540,0
http://purl.org/ccf/1.5/f2a0eb6b-7729-40ac-baad-a9f3f0b64e91,0
http://purl.org/ccf/1.5/073ed584-7a76-4fb1-a7aa-8df8188a0605,0.232289073
http://purl.org/ccf/1.5/c7265539-ebc3-4a1e-8930-c6347344e707,0
http://purl.org/ccf/1.5/85ad9566-c363-4b61-a522-6576b253d9af,0
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,0.458275855
http://purl.org/ccf/1.5/30bfa399-ca75-4790-a7ec-dfb3c594300c,0
http://purl.org/ccf/1.5/28c5313f-2a4e-47f8-b5bd-9e4686faf24d,0
http://purl.org/ccf/1.5/6febbcea-502d-466e-bb26-6e3eb8240902,0.257891642
http://purl.org/ccf/1.5/d007fc5d-392e-481a-a9e8-b40c33ef3301,0
http://purl.org/ccf/1.5/fa9ecb7f-16d5-4733-bc89-46496a9e886e,0.260503093
http://purl.org/ccf/1.5/c922e744-c72c-4d83-a0f9-29eccef63bb3,0
http://purl.org/ccf/1.5/740eebf8-3de5-48d9-b63a-09eb75dd8f9b,0
http://purl.org/ccf/1.5/3158500f-9623-4a32-bf4d-0d54c602729c,0
http://purl.org/ccf/1.5/8959318d-4815-4b51-96f2-5a1096de49f3,0
http://purl.org/ccf/1.5/0af1c686-f1a8-4513-917b-b28a0d659646,0
http://purl.org/ccf/1.5/ca50137f-3922-43d0-a328-3f9436271fcf,0
http://purl.org/ccf/1.5/588e9072-9de6-45d0-a134-27c725a68b14,0
http://purl.org/ccf/1.5/76ac786b-8bde-4fcc-a96d-3c68b8d852b8,0.307099704
http://purl.org/ccf/1.5/8d3c5c93-9ec3-42c6-8d21-47c694ac5f23,0
http://purl.org/ccf/1.5/b7ad0f82-7460-4fc5-8c91-cc46666ee4f2,0
http://purl.org/ccf/0.5/93b8c3e2-e7c7-40f5-b79d-19223806c217,0
http://purl.org/ccf/1.5/64ebd98a-c6d1-4317-8596-dd73551da0cf,0
http://purl.org/ccf/1.5/9d989d45-433f-4a48-9179-33f05c57e601,0
http://purl.org/ccf/0.5/cf9f92a4-8500-46ca-a627-345a36182476,0
http://purl.org/ccf/0.5/08996af5-5655-4987-87c9-e48eae249db3,0
http://purl.org/ccf/1.5/8e1640fb-1eb1-4bfc-a6b4-840b4772543b,0
http://purl.org/ccf/0.5/a7b9393b-675d-4c2e-a7db-fff8237e0831,0
http://purl.org/ccf/1.5/59b4fb10-8a7b-43f1-bd0c-d487cf8fca43,0.212916613
http://purl.org/ccf/1.5/3b51e8f3-f98f-4f27-9eb3-5bc68afa332f,0
http://purl.org/ccf/1.5/82e800f8-4771-43df-999e-85dfb7be684c,0
http://purl.org/ccf/0.5/dfe1f350-b009-4c02-884e-640d12fe42fb,0
http://purl.org/ccf/1.5/f40b7c95-3be4-4091-82a1-5a482e5a064e,0
http://purl.org/ccf/1.5/2ae9757b-688c-4927-ab5e-b95a6bc9cad6,0
http://purl.org/ccf/1.5/61d8f7d6-9097-4de0-9d46-4e41de2f2f4f,0
http://purl.org/ccf/1.5/977bfe5b-6761-4145-a554-1e89fd2bf209,0
http://purl.org/ccf/0.5/3158731c-8066-49b2-903f-ba200e5fa3fd,0
http://purl.org/ccf/1.5/69658d04-5cec-4b57-92d0-20f69927840c,0
http://purl.org/ccf/1.5/e1db1f93-161c-44c2-a96e-9bfa26ddb873,0
http://purl.org/ccf/1.5/dd10edda-787b-47f2-85af-f22e5b85f4d5,0
http://purl.org/ccf/1.5/e9f99b37-6332-4b4b-8889-af3cc495b90e,0
http://purl.org/ccf/1.5/42c51985-77ac-4170-8051-cf1057847c23,0
http://purl.org/ccf/0.5/e45c719b-49ee-4856-adab-789f34a10f40,0
http://purl.org/ccf/1.5/bac1d39e-5309-4b50-8a19-4656d3f35641,0
http://purl.org/ccf/1.5/b2273bd7-4a53-4864-94d3-ae36ec0e8769,0.512806553
http://purl.org/ccf/1.5/06e12f74-7dd8-4a49-87dc-f54ac6edd4cc,0.236162053
http://purl.org/ccf/1.5/58780898-97b3-4954-aae2-3f2ef497ed41,0
http://purl.org/ccf/1.5/e6fcabe9-b5a0-4188-b381-ef0d1751f073,0
http://purl.org/ccf/1.5/c6f20ca6-da69-4382-9e98-bacd641c551e,0
http://purl.org/ccf/1.5/b49d14ff-5d72-431d-8c03-24e662795ddb,0
http://purl.org/ccf/1.5/e21afc3c-3a7c-4717-90d5-e5739fd8432c,0
http://purl.org/ccf/0.5/3ffbef80-c3f6-441e-a074-9f726984e29d,0
http://purl.org/ccf/1.5/373c77e0-1d77-4c28-b547-0eb9420f30bc,0.231496449
http://purl.org/ccf/1.5/9850edfd-89f1-4a67-8c09-307192086c31,0
http://purl.org/ccf/1.5/db3e256b-1e77-4cc6-b926-21684c9f8ba4,0
http://purl.org/ccf/1.5/1f7d903f-4eca-45eb-ba18-00a855bff926,0.183962189
http://purl.org/ccf/1.5/70516ba2-4550-472e-ab13-78c6341a46bf,0.273474569
http://purl.org/ccf/1.5/bf8974c4-7b1c-4c4d-8078-794808b3b166,0.333580608
http://purl.org/ccf/1.5/f3691616-367e-486e-87f8-9634170f7c14,0.305027004
http://purl.org/ccf/1.5/fd3c0bcc-d3c3-4662-a4b7-42d18d0c2d73,0.346719567
http://purl.org/ccf/1.5/3177cc39-b658-4f7c-84ba-f057e023ad12,0.272724194
http://purl.org/ccf/1.5/4c9be191-af0a-419f-af4f-63816bb93adc,0.292106799
